question,date,yes_price,no_price
Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,2024-10-29,0.0005,0.9995
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-29,0.3405,0.6595
Will Ron DeSantis win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Kamala flips a 2020 Trump state?,2024-10-29,0.285,0.715
Will Chris Christie win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Will Bernie Sanders win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Will Trump win 1 swing state?,2024-10-29,0.06,0.94
Will Hillary Clinton win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Will Robert F. Kennedy Jr. win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Will Gavin Newsom win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,2024-10-29,0.0005,0.9995
Will RFK Jr. win the popular vote in the 2024 Presidential Election?,2024-10-29,0.0005,0.9995
Will Kanye West win the popular vote in the 2024 Presidential Election?,2024-10-29,0.0005,0.9995
Trump wins a solid blue state?,2024-10-29,0.205,0.795
Will AOC win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Will Trump lead in RCP by 2-2.4 on Nov 4?,2024-10-29,0.036,0.964
Will Trump win Miami?,2024-10-29,0.655,0.345
Will Vivek Ramaswamy win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Will Trump lead in RCP by 2.5 or more on Nov 4?,2024-10-29,0.029,0.971
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-10-29,0.0005,0.9995
Will Trump be Speaker by January 1?,2024-10-29,0.044,0.956
Trump wins and picks Dimon for Treasury Secretary?,2024-10-29,0.075,0.925
Biden wins the Popular Vote?,2024-10-29,0.0005,0.9995
Trump blowout victory?,2024-10-29,0.235,0.765
Will Nikki Haley win the 2024 US Presidential Election?,2024-10-29,0.0005,0.9995
Trump wins Pennsylvania but loses the Election?,2024-10-29,0.065,0.935
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-10-29,0.0005,0.9995
Will Hillary Clinton win the popular vote in the 2024 Presidential Election?,2024-10-29,0.0005,0.9995
Will Bernie Sanders win the popular vote in the 2024 Presidential Election?,2024-10-29,0.0005,0.9995
Will Trump win Arkansas by the largest margin?,2024-10-29,0.0025,0.9975
Will Trump win North Dakota by the largest margin?,2024-10-29,0.0305,0.9695
Will Trump win Miami?,2024-10-22,0.43,0.57
"Will Trump say ""Saint Patrick"" during his presser with Ireland PM?",2025-03-12,0.58,0.42
"Will Trump say ""Ireland"" 10+ times during his presser with Ireland PM?",2025-03-12,0.33,0.67
"Will Trump say ""Heritage"" during his presser with Ireland PM?",2025-03-12,0.58,0.42
"Will Trump say ""Crypto"" or ""Bitcoin"" during his presser with Ireland PM?",2025-03-12,0.055,0.945
"Will Trump say ""Letter"" during his presser with Ireland PM?",2025-03-12,0.32,0.68
"Will Trump say ""God"" 2+ times during his presser with Ireland PM?",2025-03-12,0.32,0.68
"Will Trump say ""Biden"" during his presser with Ireland PM?",2025-03-12,0.575,0.425
"Will Trump say ""Trans"" during his presser with Ireland PM?",2025-03-12,0.09,0.91
"Will Trump say ""Beautiful"" 3+ times during his presser with Ireland PM?",2025-03-12,0.5,0.5
"Will Trump say ""Tax"" 5+ times during his presser with Ireland PM?",2025-03-12,0.21,0.79
"Will Trump say ""Israel"" during his presser with Ireland PM?",2025-03-12,0.455,0.545
"Will Trump say ""Hell"" 3+ times during his presser with Ireland PM?",2025-03-12,0.195,0.805
"Will Trump say ""Jew"" or ""Jewish"" 3+ times during his presser with Ireland PM?",2025-03-12,0.0705,0.9295
"Will Trump say ""NATO"" 3+ times during his presser with Ireland PM?",2025-03-12,0.255,0.745
"Will Trump say ""Tariff"" 5+ times during his presser with Ireland PM?",2025-03-12,0.57,0.43
"Will Trump say ""Zelenskyy"" during his presser with Ireland PM?",2025-03-12,0.695,0.305
"Will Trump say ""Saudi Arabia"" during his presser with Ireland PM?",2025-03-12,0.385,0.615
Will Trump invite the Philadelphia Eagles to the White House?,2025-03-12,0.889,0.111
Trump positive favorability on March 1?,2025-01-24,0.335,0.665
Trump positive favorability on inauguration day?,2025-01-24,0.003,0.997
Will Trump appeal his hush money conviction?,2025-01-10,0.8725,0.1275
Trump's January 10 sentencing pushed back?,2025-01-10,0.12,0.88
Trump declassifies Epstein list in first 100 days?,2025-01-10,0.175,0.825
Trump sentenced to prison in NY case before inauguration?,2025-01-10,0.0115,0.9885
Will Trump say 'Canada' during the 2025 State of the Union?,2025-02-03,0.825,0.175
Will Brian Blase be Trump's HHS Secretary?,2025-02-03,0.003,0.997
Will RFK Jr. be Trump's HHS Secretary?,2025-02-03,0.7805,0.2195
"Will Trump say 'DEI' or 'diversity, equity, and inclusion' during the 2025 State of the Union?",2025-02-03,0.655,0.345
Eight Trump Cabinet confirmations in January?,2025-01-20,0.085,0.915
Seven Trump Cabinet confirmations in January?,2025-01-20,0.085,0.915
Four Trump Cabinet confirmations in January?,2025-01-20,0.17,0.83
Three Trump Cabinet confirmations in January?,2025-01-20,0.024,0.976
Two Trump Cabinet confirmations in January?,2025-01-20,0.0125,0.9875
Five Trump Cabinet confirmations in January?,2025-01-20,0.16,0.84
Will Trump formally nominate RFK Jr. to the cabinet?,2025-01-20,0.969,0.031
Six Trump Cabinet confirmations in January?,2025-01-20,0.16,0.84
One Trump Cabinet confirmation in January?,2025-01-20,0.01,0.99
Nine Trump Cabinet confirmations in January?,2025-01-20,0.115,0.885
Will Matthew Whitaker be Trump's Attorney General?,2025-01-20,0.0035,0.9965
Will Eric Hargan be Trump's HHS Secretary?,2025-01-20,0.0015,0.9985
Will Ken Paxton be Trump's Attorney General?,2025-01-20,0.0035,0.9965
No Trump Cabinet confirmations in January?,2025-01-20,0.005,0.995
Will RFK Jr. be Trump's HHS Secretary?,2025-01-20,0.802,0.198
Ten or more Trump Cabinet confirmations in January?,2025-01-20,0.185,0.815
Will Jay Clayton be Trump's Attorney General?,2025-01-20,0.003,0.997
Trump nominates Elon Musk to Cabinet?,2025-01-20,0.028,0.972
Will Bobby Jindal be Trump's HHS Secretary?,2025-01-20,0.015,0.985
Vivek replaces Vance as U.S. senator for Ohio?,2025-01-20,0.007,0.993
Will Andrew Bailey be Trump's Attorney General?,2025-01-20,0.003,0.997
Will Robert Giuffra be Trump's Attorney General?,2025-01-20,0.002,0.998
Will Pete Hegseth be Trump's Defense Secretary?,2025-01-20,0.9525,0.0475
Will Brian Blase be Trump's HHS Secretary?,2025-01-20,0.0035,0.9965
Will Trump formally nominate Tulsi Gabbard to the cabinet?,2025-01-20,0.9525,0.0475
Will Donald Trump issue 25-49 executive orders in his first week?,2025-01-20,0.155,0.845
Will RFK be a member of the Trump administration?,2025-01-20,0.991,0.009
Will John Fetterman vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-20,0.545,0.455
Will Donald Trump issue 50-74 executive orders in his first week?,2025-01-20,0.145,0.855
Will Donald Trump issue 75-99 executive orders in his first week?,2025-01-20,0.15,0.85
Will Mike Rogers be Trump's Defense Secretary?,2025-01-20,0.002,0.998
Will Donald Trump issue 100 or more executive orders in his first week?,2025-01-20,0.465,0.535
Will Trump use a recess appointment for Matt Gaetz?,2025-01-20,0.007,0.993
Will Mike Lee be Trump's Attorney General?,2025-01-20,0.004,0.996
Will Joni Ernst be Trump's Defense Secretary?,2025-01-20,0.004,0.996
Will Doug Burgum be a member of the Trump administration?,2025-01-20,0.99,0.01
Will Donald Trump issue less than 25 executive orders in his first week?,2025-01-20,0.08,0.92
Will Joe Grogan be Trump's HHS Secretary?,2025-01-20,0.0045,0.9955
Will Mike Davis be Trump's Attorney General?,2025-01-20,0.004,0.996
Will Mitch McConnell vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-20,0.655,0.345
Will Paul Mango be Trump's HHS Secretary?,2025-01-20,0.0035,0.9965
Will Lisa Murkowski vote to confirm Pete Hegseth as Secretary of Defense?,2025-01-20,0.685,0.315
Will Will Levi be Trump's Attorney General?,2025-01-20,0.002,0.998
Sean Duffy confirmed as Secretary of Transportation?,2025-01-20,0.9545,0.0455
Will Trump issue 10-14 executive orders on Day 1?,2025-01-20,0.1205,0.8795
Will Trump issue 15-19 executive orders on Day 1?,2025-01-20,0.115,0.885
Will Andrew Bailey be Trump's FBI director?,2025-02-10,0.003,0.997
Will Stephen Miller be Trump’s Director of National Intelligence?,2025-02-10,0.0015,0.9985
Will Trump issue an executive order on February 10?,2025-02-10,0.815,0.185
Will Trump issue an executive order on February 9?,2025-02-10,0.009,0.991
Will Brian Blase be Trump's HHS Secretary?,2025-02-10,0.0025,0.9975
Will Ken Paxton be Trump's FBI director?,2025-02-10,0.0135,0.9865
Will Devin Nunes be Trump’s Director of National Intelligence?,2025-02-10,0.002,0.998
Will RFK Jr. be Trump's HHS Secretary?,2025-02-10,0.967,0.033
Will Mike Rogers be Trump's FBI director?,2025-02-10,0.0015,0.9985
Will Bobby Jindal be Trump's HHS Secretary?,2025-02-10,0.002,0.998
Will Douglas Macgregor be Trump’s Director of National Intelligence?,2025-02-10,0.002,0.998
Will Michael Flynn be Trump’s Director of National Intelligence?,2025-02-10,0.0025,0.9975
Will Trump say 'DOGE' or 'Department of Government Efficiency' during the 2025 State of the Union?,2025-02-10,0.825,0.175
Will Robert O'Brien be Trump’s Director of National Intelligence?,2025-02-10,0.0025,0.9975
Will Chris Stewart be Trump’s Director of National Intelligence?,2025-02-10,0.004,0.996
Will Eric Hargan be Trump's HHS Secretary?,2025-02-10,0.0015,0.9985
Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,2025-02-11,0.645,0.355
Will Trump issue an executive order on February 13?,2025-02-13,0.92,0.08
Will Trump issue an executive order on February 12?,2025-02-13,0.9685,0.0315
Will Eric Hargan be Trump's HHS Secretary?,2025-02-13,0.001,0.999
Will Brian Blase be Trump's HHS Secretary?,2025-02-13,0.0025,0.9975
Will RFK Jr. be Trump's HHS Secretary?,2025-02-13,0.983,0.017
Trump negative approval before April?,2025-02-13,0.4,0.6
Will Bobby Jindal be Trump's HHS Secretary?,2025-02-13,0.0005,0.9995
Trump negative approval before March?,2025-02-13,0.12,0.88
Will Donald Trump be named in Epstein files?,2025-02-13,0.17,0.83
Will Trump meet with Narendra Modi in his first 100 days?,2025-02-14,0.9865,0.0135
Will Trump increase tariffs on China before May?,2025-02-14,0.29,0.71
Trump tariffs on Canada in effect by May 1?,2025-02-14,0.335,0.665
Will Trump remove tariff on China before March?,2025-02-14,0.021,0.979
Will Trump say 'tariff' 5+ times times during the 2025 State of the Union?,2025-02-14,0.455,0.545
Trump tariffs on Mexico in effect by May 1?,2025-02-14,0.405,0.595
Will Trump remove tariff on Canada before March?,2025-02-14,0.17,0.83
Will Trump remove tariff on Mexico before March?,2025-02-14,0.12,0.88
Will Trump impose tariffs on Taiwan before March?,2025-02-14,0.208,0.792
Will Trump halt NYC congestion pricing before April?,2025-02-14,0.395,0.605
Will Trump say 'tariff' 5+ times times during the 2025 State of the Union?,2025-02-25,0.485,0.515
Trump tariffs on Canada in effect by May 1?,2025-02-25,0.54,0.46
Trump tariffs on Mexico in effect by May 1?,2025-02-25,0.485,0.515
Will Trump Media invest in Ethereum before March?,2025-02-25,0.026,0.974
Will Trump Media invest in $TRUMP before March?,2025-02-25,0.013,0.987
Will Trump cut NPR funding in February?,2025-02-25,0.061,0.939
Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,2025-02-25,0.26,0.74
Will Trump say 'inflation' 10+ times during the 2025 State of the Union?,2025-02-25,0.0725,0.9275
Will Trump Media invest in Bitcoin before March?,2025-02-25,0.0275,0.9725
Will Trump remove tariff on Canada before March?,2025-02-25,0.026,0.974
Will Trump say 'term limit' during the 2025 State of the Union?,2025-02-25,0.078,0.922
Will Trump remove tariff on Mexico before March?,2025-02-25,0.045,0.955
Will Trump issue an executive order on February 23?,2025-02-25,0.0015,0.9985
Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,2025-02-25,0.62,0.38
Will Trump remove tariff on China before March?,2025-02-25,0.0135,0.9865
Will Trump increase tariffs on China before May?,2025-02-25,0.255,0.745
Chris Wright confirmed as Secretary of Energy?,2025-02-04,0.9965,0.0035
Doug Collins confirmed as Secretary of Veterans Affairs?,2025-02-04,0.9985,0.0015
Will Eric Hargan be Trump's HHS Secretary?,2025-02-04,0.0045,0.9955
Will Brian Blase be Trump's HHS Secretary?,2025-02-04,0.005,0.995
Will Ben Carson be Trump's HHS Secretary?,2025-02-04,0.104,0.896
Will Chris Stewart be Trump’s Director of National Intelligence?,2025-02-04,0.1445,0.8555
Will RFK Jr. be Trump's HHS Secretary?,2025-02-04,0.776,0.224
Will Bobby Jindal be Trump's HHS Secretary?,2025-02-04,0.03,0.97
Will Robert O'Brien be Trump’s Director of National Intelligence?,2025-02-04,0.0605,0.9395
Will Stephen Miller be Trump’s Director of National Intelligence?,2025-02-04,0.0045,0.9955
Scott Turner confirmed as HUD Secretary?,2025-02-04,0.993,0.007
Will Ken Paxton be Trump's FBI director?,2025-02-04,0.0075,0.9925
Will Paul Mango be Trump's HHS Secretary?,2025-02-04,0.004,0.996
Will Douglas Macgregor be Trump’s Director of National Intelligence?,2025-02-04,0.0075,0.9925
Will Joe Grogan be Trump's HHS Secretary?,2025-02-04,0.005,0.995
RFK Jr. confirmed as Health & Human Services Secretary?,2025-02-04,0.755,0.245
Will Ezra Cohen-Watnick be Trump’s Director of National Intelligence?,2025-02-04,0.0145,0.9855
Will Trump pardon January 6 protestors on Day 1?,2025-01-20,0.69,0.31
Will Trump pardon a January 6 protestor in his first 100 days?,2025-01-20,0.97,0.03
Will Biden issue more pardons than Trump?,2025-01-20,0.165,0.835
Will Biden pardon Trump?,2025-01-20,0.0195,0.9805
Will Trump pardon Ross Ulbricht in his first 100 days?,2025-01-20,0.73,0.27
Trump deportation executive order on Day 1?,2025-01-20,0.78,0.22
Trump deportation executive order in first 100 days?,2025-01-20,0.9595,0.0405
"Will Trump say ""border"" 5 or more times during his inauguration speech?",2025-01-20,0.35,0.65
"Will Trump say ""Border"" 20 or more times during victory rally?",2025-01-20,0.22,0.78
"Will Trump say ""Border"" 10 or more times during victory rally?",2025-01-20,0.605,0.395
Will every president attend Trump’s inauguration?,2025-01-20,0.9615,0.0385
Trump ban on birth right citizenship in first 100 days?,2025-01-20,0.59,0.41
Will Trump declare a national emergency in his first 100 days?,2025-01-20,0.74,0.26
Less than 26m people watch Trump inauguration?,2025-01-20,0.205,0.795
"Will Trump's inaugural address be 2,000-2,200 words?",2025-01-20,0.195,0.805
"Will Trump's inaugural address be 1,400-1,600 words?",2025-01-20,0.08,0.92
"Will Trump's inaugural address be 1,200-1,400 words?",2025-01-20,0.065,0.935
"Will Trump's inaugural address be 1,800-2,000 words?",2025-01-20,0.125,0.875
"Will Trump's inaugural address be 1,600-1,800 words?",2025-01-20,0.14,0.86
Trump positive favorability on March 1?,2025-01-20,0.44,0.56
"Will Trump's inaugural address be 2,200-2,400 words?",2025-01-20,0.09,0.91
Will 41-44 people watch Trump inauguration?,2025-01-20,0.0435,0.9565
Six Trump Cabinet confirmations in January?,2025-01-20,0.16,0.84
"Will Trump's inaugural address be 2,400 or more words?",2025-01-20,0.265,0.735
Will Trump's inaugural address be 20 minutes or more?,2025-01-20,0.655,0.345
Five Trump Cabinet confirmations in January?,2025-01-20,0.16,0.84
Will Trump's inaugural address be 18-20 minutes?,2025-01-20,0.19,0.81
Trump positive favorability on February 1?,2025-01-20,0.395,0.605
Will 38-41 people watch Trump inauguration?,2025-01-20,0.085,0.915
"Will Trump say ""god"" 4+ times during his inauguration speech?",2025-01-20,0.63,0.37
Nine Trump Cabinet confirmations in January?,2025-01-20,0.115,0.885
"Will Trump's inaugural address be less than 1,200 words?",2025-01-20,0.0515,0.9485
Will Trump sign 10 or more executive orders on January 22?,2025-01-23,0.07,0.93
Will Trump sign between 1 and 3 executive orders on January 22?,2025-01-23,0.465,0.535
Will Trump sign between 7 and 9 executive orders on January 22?,2025-01-23,0.05,0.95
Will Trump sign between 4 and 6 executive orders on January 22?,2025-01-23,0.105,0.895
Will Trump sign 0 executive orders on January 22?,2025-01-23,0.4,0.6
Will Donald Trump issue 75-99 executive orders in his first week?,2025-01-23,0.0215,0.9785
Will Donald Trump issue 25-49 executive orders in his first week?,2025-01-23,0.885,0.115
Will Donald Trump issue 100 or more executive orders in his first week?,2025-01-23,0.0165,0.9835
Will Donald Trump issue 50-74 executive orders in his first week?,2025-01-23,0.0875,0.9125
Will Trump issue 100-149 executive orders in first week?,2025-01-23,0.015,0.985
Will Trump issue 200 or more executive orders in first week?,2025-01-23,0.003,0.997
Will Trump issue 150-199 executive orders in first week?,2025-01-23,0.002,0.998
