title,url,matching_questions,similarity,yes_price,change_1d,change_3d,change_5d,upload_date
Fox News projects Trump will win Florida,https://www.youtube.com/watch?v=Svou8DIRPwo,Will Trump win Florida by 12+ points?,0.6665048599243164,0.275,1,1,1,2024-11-06T01:03:55Z
Fox News projects Trump will win Florida,https://www.youtube.com/watch?v=Svou8DIRPwo,Will Trump win Miami?,0.651263415813446,0.37,1,1,1,2024-11-06T01:03:55Z
"Trump wins Kentucky, Indiana, Fox News projects",https://www.youtube.com/watch?v=NWrBeFAwCe8,"Trump wins the election but loses WI, MI, or PA?",0.6196250319480896,0.36,-1,-1,-1,2024-11-06T00:09:55Z
"Trump wins Kentucky, Indiana, Fox News projects",https://www.youtube.com/watch?v=NWrBeFAwCe8,Will another state be the last state to be called by the AP?,0.6031866073608398,0.08,-1,-1,-1,2024-11-06T00:09:55Z
Newt Gingrich: The fake news has gone hysterical,https://www.youtube.com/watch?v=_YT8VdL7mF8,Will Kamala Harris win the 2024 US Presidential Election?,0.7093602418899536,0.4145,1,1,1,2024-11-05T17:30:08Z
Newt Gingrich: The fake news has gone hysterical,https://www.youtube.com/watch?v=_YT8VdL7mF8,Kamala Harris wins the popular vote?,0.6677687168121338,0.7265,-1,-1,-1,2024-11-05T17:30:08Z
Newt Gingrich: The fake news has gone hysterical,https://www.youtube.com/watch?v=_YT8VdL7mF8,Kamala flips a 2020 Trump state?,0.6186326742172241,0.355,-1,-1,-1,2024-11-05T17:30:08Z
Mark Levin: The polling is irrelevant,https://www.youtube.com/watch?v=Sw2W_bq1Qt4,Kamala Harris wins the popular vote?,0.6413231492042542,0.741,-1,-1,-1,2024-11-04T12:30:21Z
Biden makes another JAW-DROPPING remark: 'Smack in the a',https://www.youtube.com/watch?v=z3KgPsYb-bQ,Will Joe Biden endorse Donald Trump?,0.6248948574066162,0.0035,1,1,1,2024-11-04T11:30:35Z
Hannity: Democrats have a math problem,https://www.youtube.com/watch?v=pthmsW7K0Ns,Trump wins a solid blue state?,0.6833689212799072,0.16,1,-1,-1,2024-11-04T05:00:40Z
Hannity: Democrats have a math problem,https://www.youtube.com/watch?v=pthmsW7K0Ns,Will Trump win 2 swing states?,0.6188308000564575,0.11,-1,-1,-1,2024-11-04T05:00:40Z
Hannity: Democrats have a math problem,https://www.youtube.com/watch?v=pthmsW7K0Ns,Trump wins every swing state?,0.6167507171630859,0.225,-1,1,1,2024-11-04T05:00:40Z
Hannity: Democrats have a math problem,https://www.youtube.com/watch?v=pthmsW7K0Ns,Will Trump win 3 swing states?,0.6096389293670654,0.11,-1,-1,-1,2024-11-04T05:00:40Z
Hannity: Democrats have a math problem,https://www.youtube.com/watch?v=pthmsW7K0Ns,Will Trump win another state by the largest margin?,0.6084160804748535,0.018,1,-1,-1,2024-11-04T05:00:40Z
Hannity: Democrats have a math problem,https://www.youtube.com/watch?v=pthmsW7K0Ns,Will Trump win 4 swing states?,0.6080355644226074,0.145,-1,1,1,2024-11-04T05:00:40Z
Hannity: Democrats have a math problem,https://www.youtube.com/watch?v=pthmsW7K0Ns,Will Trump win no swing states?,0.6064634919166565,0.105,-1,-1,-1,2024-11-04T05:00:40Z
Hannity: Democrats have a math problem,https://www.youtube.com/watch?v=pthmsW7K0Ns,Will Trump win 5 swing states?,0.6040974855422974,0.135,1,-1,-1,2024-11-04T05:00:40Z
Biden says Republicans are the kind of guys youd like to smack in the a',https://www.youtube.com/watch?v=6-W78yR8uQ4,Kamala Harris wins the popular vote?,0.647693932056427,0.739,1,-1,-1,2024-11-03T12:54:37Z
Biden says Republicans are the kind of guys youd like to smack in the a',https://www.youtube.com/watch?v=6-W78yR8uQ4,Will Kamala Harris win the 2024 US Presidential Election?,0.6371064782142639,0.4415,-1,-1,-1,2024-11-03T12:54:37Z
Biden says Republicans are the kind of guys youd like to smack in the a',https://www.youtube.com/watch?v=6-W78yR8uQ4,Kamala flips a 2020 Trump state?,0.6337887048721313,0.36,1,-1,-1,2024-11-03T12:54:37Z
Biden says Republicans are the kind of guys youd like to smack in the a',https://www.youtube.com/watch?v=6-W78yR8uQ4,Will either Kamala or Trump win every swing state?,0.615220308303833,0.27,-1,-1,1,2024-11-03T12:54:37Z
Path to 270: Can Trump flip Arizona back to red?,https://www.youtube.com/watch?v=pEDc5OuKdOA,"Trump wins 316-222 - AZ, GA, MI, MN, NC, PA, WI",0.6390199661254883,0.037,1,0,-1,2024-11-03T01:00:34Z
Path to 270: Can Trump flip Arizona back to red?,https://www.youtube.com/watch?v=pEDc5OuKdOA,"Trump wins the election but loses WI, MI, or PA?",0.6362781524658203,0.315,1,1,-1,2024-11-03T01:00:34Z
Path to 270: Can Trump flip Arizona back to red?,https://www.youtube.com/watch?v=pEDc5OuKdOA,"Trump wins 322-216 - AZ, GA, MI, MN, NV, PA, WI",0.6356344819068909,0.0285,1,1,-1,2024-11-03T01:00:34Z
Path to 270: Can Trump flip Arizona back to red?,https://www.youtube.com/watch?v=pEDc5OuKdOA,"Trump wins 281-257 - AZ, GA, NC, PA",0.622935950756073,0.065,0,1,-1,2024-11-03T01:00:34Z
Maye Musk: Elon and I were Democrats until now,https://www.youtube.com/watch?v=Jqz-uHGd2SY,Trump nominates Elon Musk to Cabinet?,0.6482892036437988,0.23,1,-1,1,2024-11-02T20:00:06Z
Georgia on pace to smash turnout records,https://www.youtube.com/watch?v=HiiHvDaLNsg,Will Kamala Harris win the 2024 US Presidential Election?,0.6524943113327026,0.368,1,1,1,2024-11-01T17:30:04Z
Georgia on pace to smash turnout records,https://www.youtube.com/watch?v=HiiHvDaLNsg,Kamala flips a 2020 Trump state?,0.613743782043457,0.295,1,1,1,2024-11-01T17:30:04Z
'SHALLOW': Kamala Harris ripped over latest push for unity,https://www.youtube.com/watch?v=PS4HORpjGbs,Kamala Harris wins the popular vote?,0.614133358001709,0.6275,1,1,1,2024-11-01T11:30:12Z
Kayleigh McEnany: Kamala Harris must answer this question,https://www.youtube.com/watch?v=HllzLaKMeH8,Kamala flips a 2020 Trump state?,0.6062310338020325,0.28,1,1,1,2024-10-31T16:45:00Z
Jesse Watters: Biden blew up Kamala's speech,https://www.youtube.com/watch?v=WTJn67nR2VA,Kamala Harris wins the popular vote?,0.6460238099098206,0.5825,1,1,1,2024-10-30T23:14:44Z
Doocy: This is SHOCKING pollsters,https://www.youtube.com/watch?v=lp62WzMNnak,Will either Kamala or Trump win every swing state?,0.604698657989502,0.345,-1,-1,-1,2024-10-30T12:15:09Z
Doocy: This is SHOCKING pollsters,https://www.youtube.com/watch?v=lp62WzMNnak,Kamala Harris wins the popular vote?,0.6005921363830566,0.5825,1,1,1,2024-10-30T12:15:09Z
"Donald Trump: The Democrats' campaign is not one of joy, it's a campaign of hatred",https://www.youtube.com/watch?v=4xB5kiLoIcU,Kamala flips a 2020 Trump state?,0.6149159073829651,0.275,1,1,1,2024-10-30T04:00:03Z
Watters: Democrats secretly agree with Trump,https://www.youtube.com/watch?v=ZSSfP_X1lNg,Kamala Harris wins the popular vote?,0.6714428067207336,0.5825,1,1,1,2024-10-30T01:30:19Z
Watters: Democrats secretly agree with Trump,https://www.youtube.com/watch?v=ZSSfP_X1lNg,Will Kamala Harris win the 2024 US Presidential Election?,0.6695042848587036,0.3345,1,1,1,2024-10-30T01:30:19Z
Watters: Democrats secretly agree with Trump,https://www.youtube.com/watch?v=ZSSfP_X1lNg,Kamala flips a 2020 Trump state?,0.6519996523857117,0.275,1,1,1,2024-10-30T01:30:19Z
Watters: Democrats secretly agree with Trump,https://www.youtube.com/watch?v=ZSSfP_X1lNg,Will either Kamala or Trump win every swing state?,0.6009522676467896,0.345,-1,-1,-1,2024-10-30T01:30:19Z
Trump takes aim at Harris days before election: 'Campaign of hate',https://www.youtube.com/watch?v=QBa6wENuuU4,Will Kamala Harris win the 2024 US Presidential Election?,0.6469486951828003,0.3415,-1,1,1,2024-10-29T16:18:28Z
Trump takes aim at Harris days before election: 'Campaign of hate',https://www.youtube.com/watch?v=QBa6wENuuU4,Kamala Harris wins the popular vote?,0.6142915487289429,0.5705,1,1,1,2024-10-29T16:18:28Z
Trump takes aim at Harris days before election: 'Campaign of hate',https://www.youtube.com/watch?v=QBa6wENuuU4,Kamala flips a 2020 Trump state?,0.6130297183990479,0.285,-1,1,1,2024-10-29T16:18:28Z
Dana Perino: This is so awkward,https://www.youtube.com/watch?v=fYMR-iDa-To,Kamala Harris wins the popular vote?,0.6041568517684937,0.5815,-1,1,1,2024-10-28T20:30:08Z
Trump senior adviser says Harris campaign is 'flailing around',https://www.youtube.com/watch?v=rq2rv_B1zts,Will Michigan be the last state to be called by the AP?,0.6051851511001587,0.075,0,1,1,2024-10-28T04:00:39Z
"Gutfeld: If Dems think a celebrity can sway your vote, they don't think of you much at all",https://www.youtube.com/watch?v=7eeFG3UnwSA,Kamala flips a 2020 Trump state?,0.613417387008667,0.32,1,-1,-1,2024-10-25T22:45:00Z
Stephen A. Smith and Hannity spar over Kamala Harris' flip-flops,https://www.youtube.com/watch?v=0lRhGNdKA1c,Kamala Harris wins the popular vote?,0.6107048988342285,0.5995,1,-1,-1,2024-10-25T09:00:01Z
Gutfeld: How can we expect Kamala Harris to deviate from the Biden admin?,https://www.youtube.com/watch?v=OOgkxStc0y0,Will Kamala Harris win the 2024 US Presidential Election?,0.6590357422828674,0.3605,0,-1,-1,2024-10-25T04:00:17Z
Trump asked whether he would pardon Hunter Biden,https://www.youtube.com/watch?v=56pImnYxJyE,Will Biden pardon Trump?,0.6081521511077881,0.057,0,1,1,2024-10-25T02:00:02Z
"Trump takes lead on VP Harris, top pollster reveals 'gut' prediction",https://www.youtube.com/watch?v=Jt8UgIdBU4s,Will Trump win Florida by 8+ points?,0.6138694286346436,0.6,1,1,1,2024-10-24T15:30:09Z
'She never knew?': Harris under fire for claiming Biden is fit to lead,https://www.youtube.com/watch?v=AZg9NMY4UnU,Will Trump drop out of presidential race?,0.6416972279548645,0.0145,-1,-1,-1,2024-10-24T07:30:06Z
Jesse Watters: Kamala just does what she's told,https://www.youtube.com/watch?v=6ZkuOWvx9Pw,Will Kamala Harris win the 2024 US Presidential Election?,0.67901611328125,0.3845,-1,-1,-1,2024-10-24T01:13:43Z
Jesse Watters: Kamala just does what she's told,https://www.youtube.com/watch?v=6ZkuOWvx9Pw,Kamala Harris wins the popular vote?,0.6244057416915894,0.62,-1,-1,-1,2024-10-24T01:13:43Z
DeSantis warns Kamala Harris not doing well 'at all' with key group,https://www.youtube.com/watch?v=jzed1FzDHzU,Will Trump win Florida by 8+ points?,0.6576531529426575,0.575,1,1,1,2024-10-23T16:00:50Z
DeSantis warns Kamala Harris not doing well 'at all' with key group,https://www.youtube.com/watch?v=jzed1FzDHzU,Will Trump win Texas by 10+ points?,0.6270876526832581,0.315,0,1,1,2024-10-23T16:00:50Z
DeSantis warns Kamala Harris not doing well 'at all' with key group,https://www.youtube.com/watch?v=jzed1FzDHzU,Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,0.6149013042449951,0.0005,0,0,0,2024-10-23T16:00:50Z
DeSantis warns Kamala Harris not doing well 'at all' with key group,https://www.youtube.com/watch?v=jzed1FzDHzU,Will Donald Trump win the popular vote in the 2024 Presidential Election?,0.6135560870170593,0.407,-1,-1,1,2024-10-23T16:00:50Z
DeSantis warns Kamala Harris not doing well 'at all' with key group,https://www.youtube.com/watch?v=jzed1FzDHzU,Will Donald Trump win the 2024 US Presidential Election?,0.6028899550437927,0.6475,-1,-1,1,2024-10-23T16:00:50Z
Did every man in that audience just die a bit in that moment?: Gutfeld,https://www.youtube.com/watch?v=tLyOWJTo46w,Kamala Harris wins the popular vote?,0.6191026568412781,0.62,-1,-1,-1,2024-10-22T14:30:22Z
Did every man in that audience just die a bit in that moment?: Gutfeld,https://www.youtube.com/watch?v=tLyOWJTo46w,Will Kamala Harris win the 2024 US Presidential Election?,0.6044603586196899,0.3515,0,1,1,2024-10-22T14:30:22Z
"Black voters, vulnerable Dems running away from Harris in final weeks of campaign",https://www.youtube.com/watch?v=tXqWckp-upA,Trump gets more black voters than in 2020?,0.6179170608520508,0.835,0,1,1,2024-10-22T13:45:03Z
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala Harris win the 2024 US Presidential Election?,0.6702526211738586,0.3515,0,1,1,2024-10-22T04:00:05Z
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala lead in RCP by 3.5 or more on Oct 25?,0.6386319398880005,0.002,-1,-1,-1,2024-10-22T04:00:05Z
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Kamala flips a 2020 Trump state?,0.6279097199440002,0.345,-1,-1,-1,2024-10-22T04:00:05Z
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala lead in RCP by 2-2.4 on Oct 25?,0.6165485978126526,0.0045,-1,-1,-1,2024-10-22T04:00:05Z
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala lead in RCP by 2.5-2.9 on Oct 25?,0.6140680313110352,0.002,1,-1,-1,2024-10-22T04:00:05Z
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala win New York by 10+ points?,0.6126242876052856,0.81,0,1,1,2024-10-22T04:00:05Z
Gutfeld!: Trump has fun at McDonalds,https://www.youtube.com/watch?v=4lVbsXXSstU,Will Kamala lead in RCP by 3-3.4 on Oct 25?,0.6113160252571106,0.002,-1,-1,-1,2024-10-22T04:00:05Z
Ex-HUD Secretary flags telling observation about Kamala Harris,https://www.youtube.com/watch?v=arfydfR3T28,Trump gets more black voters than in 2020?,0.6375472545623779,0.815,1,1,1,2024-10-20T22:30:00Z
"These Democrats are 'breaking up' with Kamala Harris and 'flirting' with Trump, GOP strategist says",https://www.youtube.com/watch?v=Jo6M636Had0,Will Kamala Harris win the 2024 US Presidential Election?,0.710427463054657,0.3985,-1,-1,-1,2024-10-20T03:00:24Z
"These Democrats are 'breaking up' with Kamala Harris and 'flirting' with Trump, GOP strategist says",https://www.youtube.com/watch?v=Jo6M636Had0,Kamala Harris wins the popular vote?,0.6456583142280579,0.6875,-1,-1,-1,2024-10-20T03:00:24Z
"These Democrats are 'breaking up' with Kamala Harris and 'flirting' with Trump, GOP strategist says",https://www.youtube.com/watch?v=Jo6M636Had0,Kamala flips a 2020 Trump state?,0.6435538530349731,0.36,-1,-1,-1,2024-10-20T03:00:24Z
Gutfeld: This was like watching Batman give a wedgie to the Penguin,https://www.youtube.com/watch?v=g2EYSGI6aB8,Will Kamala Harris win the 2024 US Presidential Election?,0.6521110534667969,0.4005,-1,-1,-1,2024-10-19T03:15:02Z
Gutfeld: This was like watching Batman give a wedgie to the Penguin,https://www.youtube.com/watch?v=g2EYSGI6aB8,Kamala Harris wins the popular vote?,0.6051073670387268,0.683,1,-1,-1,2024-10-19T03:15:02Z
Harris campaign 'nervous' about Trump's gains in swing states: Report,https://www.youtube.com/watch?v=xAPmjL41tks,Will Kamala Harris win the 2024 US Presidential Election?,0.6207146048545837,0.3815,1,1,-1,2024-10-18T20:45:02Z
Harris campaign 'nervous' about Trump's gains in swing states: Report,https://www.youtube.com/watch?v=xAPmjL41tks,Kamala Harris wins the popular vote?,0.6142058372497559,0.6595,1,1,-1,2024-10-18T20:45:02Z
"Kamala Harris is 'tanking' at the 'worst possible time,' GOP lawmaker says",https://www.youtube.com/watch?v=mK9Rcgf5ENM,Will Kamala Harris win the 2024 US Presidential Election?,0.6254106760025024,0.4105,-1,-1,-1,2024-10-17T18:30:38Z
"Kamala Harris is 'tanking' at the 'worst possible time,' GOP lawmaker says",https://www.youtube.com/watch?v=mK9Rcgf5ENM,Kamala Harris wins the popular vote?,0.6192121505737305,0.641,1,1,-1,2024-10-17T18:30:38Z
"Kamala Harris is 'tanking' at the 'worst possible time,' GOP lawmaker says",https://www.youtube.com/watch?v=mK9Rcgf5ENM,Kamala flips a 2020 Trump state?,0.6161211729049683,0.375,-1,-1,-1,2024-10-17T18:30:38Z
HIGHLIGHTS: The must-see Kamala Harris-Bret Baier interview,https://www.youtube.com/watch?v=wbNxiLaY6I0,Will Kamala Harris win the 2024 US Presidential Election?,0.686894416809082,0.4105,-1,-1,-1,2024-10-17T14:01:01Z
HIGHLIGHTS: The must-see Kamala Harris-Bret Baier interview,https://www.youtube.com/watch?v=wbNxiLaY6I0,Kamala flips a 2020 Trump state?,0.6078654527664185,0.375,-1,-1,-1,2024-10-17T14:01:01Z
This isn't working anymore for Kamala Harris: Banderas,https://www.youtube.com/watch?v=1B8Z4XXoYFY,Kamala Harris wins the popular vote?,0.620110273361206,0.657,-1,1,1,2024-10-16T21:00:00Z
Trump hits back after being labeled 'dangerous' by Dems,https://www.youtube.com/watch?v=Ah7Snk-KFEA,Kamala Harris wins the popular vote?,0.6006885766983032,0.657,-1,1,1,2024-10-16T16:15:06Z
Kellyanne Conway: Trump has a chance to run the tables in November,https://www.youtube.com/watch?v=2yaqnE0MH6Q,Kamala Harris wins the popular vote?,0.6409785747528076,0.657,-1,1,1,2024-10-16T09:30:02Z
Kellyanne Conway: Trump has a chance to run the tables in November,https://www.youtube.com/watch?v=2yaqnE0MH6Q,Trump gets more black voters than in 2020?,0.6170184016227722,0.76,1,1,1,2024-10-16T09:30:02Z
Laura: Democrats are 'spinning' over this,https://www.youtube.com/watch?v=7xbPQfc-6XY,Kamala Harris wins the popular vote?,0.6120073795318604,0.657,-1,1,1,2024-10-16T01:15:00Z
I love the idea of Kamala Harris on Joe Rogans podcast: Judge Jeanine,https://www.youtube.com/watch?v=TlbJXw2n0Bs,Will Trump do a podcast with Hawk Tuah Girl?,0.6088861227035522,0.0335,1,1,-1,2024-10-15T23:45:01Z
Kamala Harris thinks Trump is hiding?: Gutfeld,https://www.youtube.com/watch?v=3UqS4EI1Yxo,Trump flips Kamala on 538 before election?,0.6169822812080383,0.445,1,1,1,2024-10-15T13:45:00Z
Sean Hannity: The panic on the left is palpable,https://www.youtube.com/watch?v=q0Q2TB1nD2s,Will Kamala Harris win the 2024 US Presidential Election?,0.6105307340621948,0.4435,-1,-1,-1,2024-10-15T02:30:29Z
The Five: Harris-Walz campaign shoots blanks in quest for 'bro vote',https://www.youtube.com/watch?v=MtuVtOSBz0g,Kamala Harris wins the popular vote?,0.6403645277023315,0.7105,-1,-1,-1,2024-10-14T23:30:07Z
Biden-Harris tensions grow: New details revealed,https://www.youtube.com/watch?v=qR5U9ATSzAQ,Will Kamala Harris win the 2024 US Presidential Election?,0.6191301345825195,0.4545,-1,-1,-1,2024-10-14T19:00:23Z
Biden-Harris tensions grow: New details revealed,https://www.youtube.com/watch?v=qR5U9ATSzAQ,Kamala flips a 2020 Trump state?,0.6182996034622192,0.37,1,1,0,2024-10-14T19:00:23Z
'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,Will Kamala Harris win the 2024 US Presidential Election?,0.6702833771705627,0.4395,1,1,-1,2024-10-11T00:00:34Z
'The Five': Is the Democrats blue wall crumbling?,https://www.youtube.com/watch?v=s-3qE6hJi5g,Kamala Harris wins the popular vote?,0.6313442587852478,0.714,1,-1,-1,2024-10-11T00:00:34Z
Kamala Harris goes viral for stunning admission on 'The View',https://www.youtube.com/watch?v=-VxoF-s8fDU,Will any other Democratic Politician win the 2024 US Presidential Election?,0.6199299693107605,0.0015,0,0,0,2024-10-09T10:45:00Z
Kamala Harris goes viral for stunning admission on 'The View',https://www.youtube.com/watch?v=-VxoF-s8fDU,Will Kamala Harris win the 2024 US Presidential Election?,0.608992338180542,0.4655,-1,-1,-1,2024-10-09T10:45:00Z
Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,Kamala Harris wins the popular vote?,0.6839902400970459,0.7285,-1,-1,-1,2024-10-09T01:12:27Z
Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,Will Kamala Harris win the 2024 US Presidential Election?,0.6471937894821167,0.4655,-1,-1,-1,2024-10-09T01:12:27Z
Laura Ingraham: Democrats are trapped,https://www.youtube.com/watch?v=VI8DXS_AFIA,Kamala flips a 2020 Trump state?,0.6014062166213989,0.4,1,-1,-1,2024-10-09T01:12:27Z
Judge Jeanine: Kamalas media blitz kicked off with a total faceplant,https://www.youtube.com/watch?v=UqhNyP4AL2A,Kamala Harris wins the popular vote?,0.65498948097229,0.741,-1,-1,-1,2024-10-08T23:30:05Z
Judge Jeanine: Kamalas media blitz kicked off with a total faceplant,https://www.youtube.com/watch?v=UqhNyP4AL2A,Will Kamala Harris win the 2024 US Presidential Election?,0.6116227507591248,0.4575,1,-1,-1,2024-10-08T23:30:05Z
JD Vance shreds VP Harris for View appearance: A record to be ashamed of,https://www.youtube.com/watch?v=2nkRkiUKu0k,Will Kamala Harris win the 2024 US Presidential Election?,0.6025810241699219,0.4575,1,-1,-1,2024-10-08T18:55:42Z
FEMA has a major bureaucracy problem: Tulsi Gabbard,https://www.youtube.com/watch?v=Ee2TNZDxdS4,Trump nominates Tulsi Gabbard to Cabinet?,0.6822798848152161,0.215,-1,-1,-1,2024-10-08T16:45:00Z
Jesse Watters: Kamala Harris has been a ghost,https://www.youtube.com/watch?v=fM_0rSDlf_8,Will Kamala Harris win the 2024 US Presidential Election?,0.6174206733703613,0.4575,1,-1,-1,2024-10-08T02:15:02Z
Jesse Watters: Kamala Harris has been a ghost,https://www.youtube.com/watch?v=fM_0rSDlf_8,Kamala Harris wins the popular vote?,0.6110132932662964,0.741,-1,-1,-1,2024-10-08T02:15:02Z
Kamala Harris eviscerated for 'softball' media blitz amid various crises,https://www.youtube.com/watch?v=tiPjTjLT6Oo,Kamala Harris wins the popular vote?,0.6661652326583862,0.7375,1,-1,-1,2024-10-07T10:45:03Z
Kamala Harris eviscerated for 'softball' media blitz amid various crises,https://www.youtube.com/watch?v=tiPjTjLT6Oo,Will Kamala Harris win the 2024 US Presidential Election?,0.6026175022125244,0.4835,-1,-1,-1,2024-10-07T10:45:03Z
Democrats admit this could 'doom' Kamala Harris,https://www.youtube.com/watch?v=zAkX_GeifEE,Will Kamala Harris win the 2024 US Presidential Election?,0.6698210835456848,0.4955,-1,-1,-1,2024-10-04T19:45:04Z
Democrats admit this could 'doom' Kamala Harris,https://www.youtube.com/watch?v=zAkX_GeifEE,Kamala flips a 2020 Trump state?,0.6062135696411133,0.435,0,-1,-1,2024-10-04T19:45:04Z
This feels really dirty: Compagno,https://www.youtube.com/watch?v=sKdAQpyBdCY,Trump election interference trial doesn't start before November?,0.6711755990982056,0.977,0,0,1,2024-10-03T20:15:02Z
This feels really dirty: Compagno,https://www.youtube.com/watch?v=sKdAQpyBdCY,Trump conviction overturned before election?,0.6351003050804138,0.0195,-1,1,1,2024-10-03T20:15:02Z
